subject,age,gender,bfi_a1,bfi_a2,bfi_a3,bfi_a4,bfi_a5,bfi_a6,bfi_a7,bfi_a8,bfi_a9,bfi_c1,bfi_c2,bfi_c3,bfi_c4,bfi_c5,bfi_c6,bfi_c7,bfi_c8,bfi_c9,bfi_e1,bfi_e2,bfi_e3,bfi_e4,bfi_e5,bfi_e6,bfi_e7,bfi_e8,bfi_n1,bfi_n2,bfi_n3,bfi_n4,bfi_n5,bfi_n6,bfi_n7,bfi_n8,bfi_o1,bfi_o10,bfi_o2,bfi_o3,bfi_o4,bfi_o5,bfi_o6,bfi_o7,bfi_o8,bfi_o9,include_exclude_bfi,mean_a,mean_c,mean_e,mean_n,mean_o,include_exclude_bfi_mean,check_mean_a,check_mean_c,check_mean_e,check_mean_n,check_mean_o,mean1,mean2,SD,D,D_check,include_exclude_iat,exclude_duplicate_data,exclude_participant
419450,52,male,5,4,6,6,4,5,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,5,6,6,include,4.777777777777778,NA,NA,NA,5.9,include,Valid,NA,NA,NA,Valid,765.7,677.75,300.5025967346334,-0.29267633942500193,within range,include,include,include
421489,18,female,2,5,5,3,5,3,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,4,6,6,6,5,6,6,include,3.888888888888889,NA,NA,NA,5.7,include,Valid,NA,NA,NA,Valid,682.325,597.95,260.1475070420012,-0.3243352241172064,within range,include,include,include
429123,43,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,3,6,5,6,5,2,4,3,3,5,2,5,4,5,4,2,5,4,2,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,3.875,3.625,NA,include,NA,Valid,Valid,Valid,NA,4908.1,2793.9,3691.4607113923753,-0.5727272116090188,within range,include,include,include
429559,19,male,3,5,4,6,6,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,3,5,5,6,3,4,4,include,5.222222222222222,NA,NA,NA,4.5,include,Valid,NA,NA,NA,Valid,2148.25,1199.1875,1476.128384203983,-0.6429403500101324,within range,include,include,include
433267,34,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,3,4,2,5,5,5,1,2,4,2,1,3,2,1,2,3,4,2,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4.111111111111111,2,2.5,NA,include,NA,Valid,Valid,Valid,NA,662.8,593.575,220.37068274869515,-0.3141298068170994,within range,include,include,include
435868,31,female,5,4,5,6,5,3,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,5,5,5,6,6,6,6,include,4.555555555555555,NA,NA,NA,5.6,include,Valid,NA,NA,NA,Valid,559.375,586.0375,170.40873503077802,0.15646204987780957,within range,include,include,include
442495,37,female,5,6,5,6,5,4,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,5,4,4,4,5,3,include,5.111111111111111,NA,NA,NA,4.3,include,Valid,NA,NA,NA,Valid,603.1,580.175,129.16031230416644,-0.1774926027277851,within range,include,include,include
439554,37,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,4,2,4,5,4,4,3,3,4,2,4,3,3,1,3,4,2,2,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,3.7777777777777777,3.25,2.875,NA,include,NA,Valid,Valid,Valid,NA,700.425,648.55,329.0822735838484,-0.15763535189865682,within range,include,include,include
440148,35,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,4,6,5,4,4,4,3,3,5,4,3,4,3,3,2,3,4,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4.555555555555555,3.5,2,NA,include,NA,Valid,Valid,Valid,NA,802.725,754.05,171.25988715861,-0.28421716729802804,within range,include,include,include
446741,38,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,2,4,4,4,4,3,4,3,3,3,4,4,4,4,2,2,5,3,1,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,3.5555555555555554,3.625,2.875,NA,include,NA,Valid,Valid,Valid,NA,1224.9,1130.4875,482.6310140555529,-0.1956204579698495,within range,include,include,include
585230,24,female,4,5,4,4,5,5,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,6,4,5,3,4,5,include,4.222222222222222,NA,NA,NA,4.4,include,Valid,NA,NA,NA,Valid,648.2,570.4125,142.39998677139334,-0.5462605844541182,within range,include,include,include
448449,60,female,5,4,6,5,6,5,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,6,6,4,5,4,6,6,2,include,5.222222222222222,NA,NA,NA,4.5,include,Valid,NA,NA,NA,Valid,783.525,830.75,350.79021229107246,0.13462462276688184,within range,include,include,include
448828,30,female,3,4,5,4,6,6,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,6,4,4,4,4,3,5,4,include,4.888888888888889,NA,NA,NA,4.1,include,Valid,NA,NA,NA,Valid,859.05,861.2875,416.0411642495729,0.0053780735952797375,within range,include,include,include
449383,42,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,3,5,6,5,5,5,3,1,5,5,3,5,2,4,1,2,5,4,1,6,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,3.5,3,NA,include,NA,Valid,Valid,Valid,NA,1133.225,950.275,304.5834321772324,-0.6006564398208769,within range,include,include,include
449631,32,male,3,4,3,4,4,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,6,4,5,4,4,3,4,4,include,3.4444444444444446,NA,NA,NA,4.1,include,Valid,NA,NA,NA,Valid,759.45,847.7875,430.8485568289264,0.20503143993372,within range,include,include,include
466546,29,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,6,4,6,5,6,3,2,2,3,4,1,4,2,3,2,2,3,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4.777777777777778,2.625,2.25,NA,include,NA,Valid,Valid,Valid,NA,1356.625,895.0125,596.0353069364648,-0.7744717378784511,within range,include,include,include
467663,21,female,4,5,4,5,5,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,6,6,6,4,6,2,include,4.222222222222222,NA,NA,NA,5.3,include,Valid,NA,NA,NA,Valid,500.8,540.225,153.32178321764835,0.257138934681148,within range,exclude,include,exclude
469605,25,male,3,4,5,5,4,4,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,5,5,5,3,5,5,2,include,4.222222222222222,NA,NA,NA,4.3,include,Valid,NA,NA,NA,Valid,719.75,666.45,548.9753355549036,-0.09708997207702305,within range,include,include,include
478588,28,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,3,3,4,4,4,3,3,4,4,4,3,4,3,5,2,4,5,5,3,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,3.6666666666666665,3.75,4,NA,include,NA,Valid,Valid,Valid,NA,726.05,737.1125,330.23135924719827,0.033499241335584504,within range,include,include,include
516095,33,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6,4,3,6,6,6,1,3,1,3,3,1,1,1,5,5,1,6,6,4,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4.333333333333333,2.25,4.375,NA,include,NA,Valid,Valid,Valid,NA,576.55,545.5375,115.84128249934234,-0.26771544073828774,within range,include,include,include
487509,19,female,2,5,4,5,5,5,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,4,4,4,2,2,4,3,include,4.222222222222222,NA,NA,NA,3.7,include,Valid,NA,NA,NA,Valid,622.875,647.8625,222.23512922367703,0.11243721947690066,within range,include,include,include
488298,43,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,3,6,4,5,5,3,5,4,5,5,3,5,5,5,3,1,4,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4.222222222222222,4.625,2.875,NA,include,NA,Valid,Valid,Valid,NA,1016.325,1197.5125,872.7081599784646,0.20761522386185902,within range,include,include,include
499594,20,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,3,5,5,4,5,2,6,6,4,2,5,5,6,6,4,4,3,6,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4.222222222222222,5,4.5,NA,include,NA,Valid,Valid,Valid,NA,618.475,562.2375,223.89335634182092,-0.2511798515099373,within range,include,include,include
510366,19,male,2,NA,6,6,5,6,5,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,3,3,3,4,1,5,4,2,exclude,4.875,NA,NA,NA,3.2,exclude,Valid,NA,NA,NA,Valid,711.9,590.7,218.19944619390702,-0.5554551219726437,within range,include,include,exclude
511349,45,male,6,5,6,5,5,NA,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,4,5,5,4,6,5,4,exclude,5.375,NA,NA,NA,4.4,exclude,Valid,NA,NA,NA,Valid,1570.5,788.4,867.4756228866153,-0.901581530784094,within range,include,include,exclude
519468,27,female,3,5,4,5,5,6,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,5,5,5,4,5,6,4,include,4.666666666666667,NA,NA,NA,4.6,include,Valid,NA,NA,NA,Valid,561.275,604.975,212.05356449653536,0.20608000673676033,within range,include,include,include
522741,46,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,6,2,5,5,5,5,2,6,6,4,5,6,6,6,6,2,2,4,5,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4.111111111111111,5.625,2.5,NA,include,NA,Valid,Valid,Valid,NA,731.4,691.0125,318.9070611564789,-0.12664347993280367,within range,include,include,include
527128,26,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,3,3,5,5,5,3,6,2,5,5,4,6,3,6,2,1,3,2,2,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4.111111111111111,4.625,2.375,NA,include,NA,Valid,Valid,Valid,NA,604.75,590.275,185.98483718805022,-0.0778289252976267,within range,include,include,include
539125,32,male,2,6,6,5,6,5,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,3,6,3,6,2,5,4,include,5,NA,NA,NA,4.5,include,Valid,NA,NA,NA,Valid,945.475,779.3125,598.9749451136914,-0.2774114365809754,within range,include,include,include
559109,58,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,3,5,6,6,5,6,4,4,4,6,4,6,3,3,1,2,4,1,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5.333333333333333,4.25,1.875,NA,include,NA,Valid,Valid,Valid,NA,922.35,799.0875,439.93736495555095,-0.2801819300173648,within range,include,include,include
548429,19,male,5,5,4,6,5,5,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,6,6,5,2,5,6,include,4.777777777777778,NA,NA,NA,5.1,include,Valid,NA,NA,NA,Valid,963.875,708.075,442.34832648805025,-0.5782773092663892,within range,include,include,include
550775,17,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,3,2,4,5,5,2,6,3,4,4,2,5,2,5,3,4,5,5,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,3.6666666666666665,3.875,4.5,NA,include,NA,Valid,Valid,Valid,NA,744.325,744.9875,298.39905415099304,0.00222018130012127,within range,include,include,include
555831,18,female,1,5,1,5,6,4,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,5,6,5,6,3,4,6,include,3.7777777777777777,NA,NA,NA,5.2,include,Valid,NA,NA,NA,Valid,640.35,629.125,202.1326602133608,-0.05553283664377391,within range,include,include,include
557720,36,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,5,6,6,6,5,6,3,5,6,3,6,2,4,1,2,5,3,2,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5.777777777777778,4.375,2.75,NA,include,NA,Valid,Valid,Valid,NA,699.925,597.6125,160.59888879202276,-0.6370685424386451,within range,include,include,include
559640,28,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,5,4,6,5,4,4,3,3,2,5,2,6,3,4,3,2,5,4,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,3.5,2.625,NA,include,NA,Valid,Valid,Valid,NA,1173.4,974.4375,682.4374628391048,-0.29154686082482634,within range,include,include,include
568128,39,male,6,6,6,6,6,4,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,4,6,6,6,6,4,6,include,5.666666666666667,NA,NA,NA,5.2,include,Valid,NA,NA,NA,Valid,724.7,755.1375,459.86610210228054,0.06618774434744112,within range,include,include,include
568742,21,female,2,3,1,6,6,6,6,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,5,1,5,4,1,5,6,include,4.222222222222222,NA,NA,NA,4.1,include,Valid,NA,NA,NA,Valid,912.175,709.05,430.2619291327835,-0.47209614945344935,within range,include,include,include
575534,30,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,5,2,4,5,2,4,1,2,4,2,1,1,1,1,3,4,2,4,2,2,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,3.4444444444444446,1.875,2.875,NA,include,NA,Valid,Valid,Valid,NA,1247.55,1024.7875,597.7385589067528,-0.37267547271406826,within range,include,include,include
578307,22,male,5,6,5,6,5,5,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,6,6,5,3,4,4,include,5.333333333333333,NA,NA,NA,4.7,include,Valid,NA,NA,NA,Valid,857.85,894.2222222222222,245.9860299855501,0.14786295882070521,within range,exclude,include,exclude
581474,22,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,3,5,6,6,3,4,1,2,1,3,5,3,4,3,2,4,5,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5.222222222222222,2.875,2.5,NA,include,NA,Valid,Valid,Valid,NA,717,738.775,331.14436120094524,0.06575681953643915,within range,include,include,include
593293,29,female,5,5,6,6,1,5,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,5,5,6,6,5,6,6,include,4.777777777777778,NA,NA,NA,5.6,include,Valid,NA,NA,NA,Valid,998.95,809.5625,494.54103662361723,-0.3829560865019542,within range,include,include,include
593817,22,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,3,5,6,5,6,4,5,3,5,5,4,5,3,5,4,3,6,4,2,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5.111111111111111,4.375,3.875,NA,include,NA,Valid,Valid,Valid,NA,1650.875,1449.65,1785.8730791497846,-0.11267598036462857,within range,include,include,include
597411,53,female,5,6,6,6,5,6,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,4,5,5,6,6,5,6,include,5.111111111111111,NA,NA,NA,5.4,include,Valid,NA,NA,NA,Valid,953.275,794.725,419.33401905618763,-0.37809954068800566,within range,include,include,include
627581,23,female,3,5,5,5,5,3,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,6,5,5,6,5,6,4,include,4.333333333333333,NA,NA,NA,5.1,include,Valid,NA,NA,NA,Valid,695.675,806.3125,434.92463818040767,0.2543831512118368,within range,include,include,include
628624,21,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,5,6,6,6,5,5,3,5,5,5,1,2,5,1,1,1,1,2,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5.777777777777778,3.875,1.75,NA,include,NA,Valid,Valid,Valid,NA,604,648.575,286.3076204039993,0.15568918472062226,within range,include,include,include
629563,42,male,2,6,6,4,5,1,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,1,4,4,2,3,5,2,include,3.888888888888889,NA,NA,NA,3.1,include,Valid,NA,NA,NA,Valid,509,408.4625,382.43374693967496,-0.2628886723635788,within range,exclude,include,exclude
630625,28,female,3,4,6,4,5,3,3,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,4,5,5,6,6,5,2,include,4.222222222222222,NA,NA,NA,4.7,include,Valid,NA,NA,NA,Valid,930.625,807.2375,397.1980089306413,-0.3106448099581133,within range,exclude,include,exclude
643556,27,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,2,3,3,3,4,3,5,3,5,4,4,5,3,6,3,3,4,3,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,3.111111111111111,4.375,3.125,NA,include,NA,Valid,Valid,Valid,NA,682.925,696.2875,372.3883924693926,0.035883234467622024,within range,include,include,include
645951,20,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,6,5,5,6,6,5,4,5,2,5,5,1,5,1,4,4,2,6,5,3,6,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5.222222222222222,3.5,4.25,NA,include,NA,Valid,Valid,Valid,NA,901.675,655.6625,378.7371837326469,-0.6495599338185443,within range,include,include,include
648762,19,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,5,5,6,5,5,5,5,5,5,5,5,4,3,5,2,3,4,5,2,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5.333333333333333,4.625,3.5,NA,include,NA,Valid,Valid,Valid,NA,719.05,646.9375,452.7701192463488,-0.15926956513833918,within range,include,include,include
652654,29,male,2,5,4,6,4,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,6,5,6,2,NA,4,exclude,3.888888888888889,NA,NA,NA,4.888888888888889,exclude,Valid,NA,NA,NA,Valid,888.9,744.025,360.053473697406,-0.40237078818396566,within range,include,include,exclude
662985,15,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,3,6,6,6,5,3,5,3,6,5,3,4,2,4,1,3,4,2,2,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5,4,2.625,NA,include,NA,Valid,Valid,Valid,NA,594.325,587.3625,194.178553512631,-0.03585617399064203,within range,include,include,include
659647,51,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,1,1,1,2,5,1,4,3,3,5,4,4,2,5,2,5,5,4,3,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,2.3333333333333335,3.75,3.75,NA,include,NA,Valid,Valid,Valid,NA,790.475,772.1625,300.37015632769663,-0.06096644295121484,within range,include,include,include
669471,26,male,4,4,6,6,4,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,3,4,4,3,5,3,include,3.7777777777777777,NA,NA,NA,3.6,include,Valid,NA,NA,NA,Valid,1189.825,885.3375,423.4035033046423,-0.7191426089380248,within range,include,include,include
201268,other/missing/error,other/missing/error,2,4,5,2,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,6,6,6,4,1,3,5,include,4.222222222222222,NA,NA,NA,4.7,include,Valid,NA,NA,NA,Valid,1053.775,659.9125,441.05251502332845,-0.8930059042496734,within range,include,include,exclude
196719,other/missing/error,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6,1,1,6,5,4,1,6,3,6,6,6,6,3,6,6,1,5,6,1,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,3.4444444444444446,5.25,3.5,NA,include,NA,Valid,Valid,Valid,NA,680.1,830.075,1043.2188276718186,0.1437617842219197,within range,include,include,exclude
194849,other/missing/error,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,2,3,4,5,5,2,6,4,5,5,4,6,3,5,3,4,5,6,3,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,3.888888888888889,4.75,3.875,NA,include,NA,Valid,Valid,Valid,NA,742.575,726.3875,229.38061222803125,-0.07057048040271043,within range,include,include,exclude
193446,other/missing/error,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,5,6,6,5,5,3,2,3,5,6,3,6,2,4,2,2,4,4,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,5.333333333333333,3.875,2.375,NA,include,NA,Valid,Valid,Valid,NA,1185.05,903.7625,596.895243860141,-0.47125103256126566,within range,include,include,exclude
193083,other/missing/error,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,6,2,5,5,5,3,4,3,4,4,3,3,3,3,1,2,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,4.222222222222222,3.375,1.875,NA,include,NA,Valid,Valid,Valid,NA,709.15,631.3125,192.7355699656189,-0.4038564340452829,within range,include,include,exclude
186334,other/missing/error,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,3,3,4,5,4,2,4,4,2,4,3,4,2,4,4,3,3,3,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,3.6666666666666665,3.375,3.5,NA,include,NA,Valid,Valid,Valid,NA,580.9,530.7625,208.08708432736893,-0.24094479559876042,within range,include,include,exclude
181481,other/missing/error,other/missing/error,4,4,5,5,5,3,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,3,3,4,4,4,3,include,4.444444444444445,NA,NA,NA,3.5,include,Valid,NA,NA,NA,Valid,691.075,596.6125,199.4071633786577,-0.4737166829890841,within range,include,include,exclude
180366,other/missing/error,other/missing/error,4,5,6,6,6,5,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,4,6,6,1,4,6,6,include,5,NA,NA,NA,4.4,include,Valid,NA,NA,NA,Valid,1392.775,849.5375,634.9842872843699,-0.8555132951765747,within range,include,include,exclude
179098,other/missing/error,other/missing/error,3,4,7,5,2,5,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,6,3,6,7,5,6,7,5,exclude,4.333333333333333,NA,NA,NA,5,exclude,Valid,NA,NA,NA,Valid,734.35,727.1125,335.41898951820207,-0.021577490321570816,within range,include,include,exclude
175558,other/missing/error,other/missing/error,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,2,3,3,4,6,2,6,5,3,5,3,5,2,5,1,3,4,5,2,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,include,NA,3.3333333333333335,4.25,3.25,NA,include,NA,Valid,Valid,Valid,NA,983.625,866.4375,453.0089690617838,-0.25868693117203456,within range,include,include,exclude
173471,other/missing/error,other/missing/error,5,4,3,5,4,4,5,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,6,5,6,5,5,5,include,4.333333333333333,NA,NA,NA,5,include,Valid,NA,NA,NA,Valid,711.975,696.3875,240.15669196313866,-0.06490554093072069,within range,include,include,exclude
173044,other/missing/error,other/missing/error,6,6,2,5,6,2,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,6,6,6,6,6,6,include,4.222222222222222,NA,NA,NA,5.9,include,Valid,NA,NA,NA,Valid,819.725,681.4,512.0460193970774,-0.270141734844213,within range,include,include,exclude
170731,other/missing/error,other/missing/error,2,6,5,5,5,3,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,6,6,6,5,6,5,include,4.777777777777778,NA,NA,NA,5.5,include,Valid,NA,NA,NA,Valid,1038.675,958.9125,540.4819977723276,-0.14757660815485485,within range,include,include,exclude
164811,other/missing/error,other/missing/error,2,4,4,4,5,6,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,6,6,5,5,4,4,6,include,4.111111111111111,NA,NA,NA,5.3,include,Valid,NA,NA,NA,Valid,1082.425,813.475,769.8935816727143,-0.3493339942069188,within range,include,include,exclude
